Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
The arenaviruses: some priorities for future research.,Johnson KM.,"In this paper Lassa virus is used as a model in pinpointing priorities for future research on the arenaviruses. Suggestions for specific investigations and public health measures cover the detection of Lassa virus infection, the pathology and therapy of the disease, and its prevention and control.",1975,,Bulletin of the World Health Organization,52,4-6,761-3,,,1085230,#2032,Johnson 1975,Exclusion reason: 1 duplicate; ,Duplicate
Clinical features of Lassa fever in Liberia.,Frame JD.,"Two hundred thirteen cases of Lassa fever (LF) were diagnosed by virus isolation and seroconversion at Curran Lutheran Hospital in Zorzor, Liberia, between July 1980 and April 1986. An additional 40 cases of probable and presumptive LF were diagnosed on the basis of single serum samples. Of the 246 assessable patients, 23 (9%) died; no data were available for seven patients. Five (16%) of 32 pregnant women and three (43%) of seven immediately postpartum women died. Four (26%) of 15 children less than 12 years died. Case-fatality rates among 125 nonpregnant women and 67 men were approximately 6%. Among 150 patients studied in detail, the case-fatality rate was also 9%. Seventeen (11%) of these patients had abnormal bleeding; of these, six (35%) died. Most platelet counts were at low normal to mildly depressed levels. However, serial counts in seven patients suggested a decrease on about days 10-12 of illness. The symptoms of LF in Liberia are those of a viral syndrome. Edema, sometimes marked, is noted in seriously ill patients. A great variation in mortality and incidence of abnormal bleeding is recorded in reported series of LF; it appears that hemorrhage is a marker for cases with a high mortality. The incidence and severity of hearing defects in LF outbreaks vary. Elucidation of a number of clinical problems in LF requires more information on how strain differences affect the pattern of illness.",,,Reviews of infectious diseases,11 Suppl 4,,S783-9,,,2749109,#2089,,Exclusion reason: 1 duplicate; ,Duplicate
Exotic infectious diseases: Lassa fever.,Emond RT.,,1980,Apr,Royal Society of Health journal,100,2,48-52,,,7384424,#2091,Emond 1980,Exclusion reason: 1 duplicate; ,Duplicate
"The nasty viruses--Lassa, Marburg, and Ebola.",Simpson DI.,,1980,Feb,British journal of hospital medicine,23,2,"191, 193-4",,,6768412,#2096,Simpson 1980,Exclusion reason: 1 duplicate; ,Duplicate
"Lassa fever (LF) and Marburg disease (MVD): occurrences, origins and diagnoses.",Vella EE.,,1978,Aug,Royal Society of Health journal,98,4,150-2,,,567823,#2100,Vella 1978,Exclusion reason: 1 duplicate; ,Duplicate
"Endemic Lassa fever in Liberia. I. Clinical and epidemiological aspects at Curran Lutheran Hospital, Zorzor, Liberia.",Monson MH.; Frame JD.; Jahrling PB.; Alexander K.,"In a study to assess the epidemiological and clinical aspects of endemic Lassa fever (LF) in Liberia at Curran Lutheran Hospital (CLH), 44 cases were diagnosed by virological and serological techniques over a 22-month period. During one calendar month, testing of febrile patients admitted to the medical-surgical ward revealed six cases of LF, 13% of all febrile cases and 17% of those who were tested. As the study progressed the diagnostic skills of the hospital staff improved. The most common mistake was the diagnosis of a case of LF as pneumonia; the most potentially serious diagnostic problem was differentiating LF from typhoid fever, a readily treatable infection. LF may also mimic other diseases such as aseptic meningitis, pelvic inflammatory disease, gastroenteritis or arbovirus infection. We found a previously unreported symptom of LF, rib tenderness typical of costochondritis. The mortality rate in the medical-surgical ward was 5.4%; the over-all case-fatality rate was 13.6%. Women outnumbered men by nearly three to one, and had a higher mortality particularly noted in the pregnant. LF is common at CLH, and as many as 100 cases may occur annually at this hospital.",1984,,Transactions of the Royal Society of Tropical Medicine and Hygiene,78,4,549-53,,,6485062,#2149,Monson 1984,Exclusion reason: 1 duplicate; ,Duplicate
Endemic Lassa fever in Liberia. II. Serological and virological findings in hospital patients.,Frame JD.; Jahrling PB.; Yalley-Ogunro JE.; Monson MH.,"Patients admitted with fever to four Liberian hospitals were tested for Lassa fever (LF) by means of the indirect fluorescent antibody technique and by virus isolation. The incidence of LF and presumptive LF among consecutive febrile adult patients was 14% and 17% in two hospitals located in the interior; no cases of LF were found among 24 consecutive patients in a hospital near the coast. In the three inland hospitals the incidence of confirmed or presumptive LF among the patients in whom the diagnosis was seriously considered varied from 13% to 36%. Lassa virus was isolated from 17 patients out of the 59 cases found in this survey. LF is a common cause of fever in northern Liberia. The diagnosis depends upon the readiness of the staff to consider the diagnosis, the collection of blood specimens at appropriate times, and the preservation of sera at sub-freezing temperatures to permit survival of active virus and its subsequent recovery in an appropriate laboratory.",1984,,Transactions of the Royal Society of Tropical Medicine and Hygiene,78,5,656-60,,,6390808,#2166,Frame 1984,Exclusion reason: 1 duplicate; ,Duplicate
"Lassa fever in Panguma Hospital, Sierra Leone, 1973-6.",Keane E.; Gilles HM.,,1977,May,British medical journal,1,6073,1399-402,,,861652,#2172,Keane 1977,Exclusion reason: 1 duplicate; ,Duplicate
Hematologic dysfunction in Lassa fever.,Fisher-Hoch S.; McCormick JB.; Sasso D.; Craven RB.,"Lassa fever is widespread in West Africa, where the case fatality is about 16% in hospitalized adult patients. The clinical course is highly variable, with a few patients developing severe disease with bleeding, adult respiratory distress syndrome, encephalopathy and hypovolemic shock. We studied 70 patients admitted with suspected Lassa fever to a hospital in Sierra Leone, West Africa. Fourteen patients classified as having severe Lassa fever on the basis of serum aspartate amino transferase (AST) greater than 150 IU/L or viremia of greater than 10(3.6) tissue culture infective dose (TCID) 50/ml were found to have statistically significantly depressed lymphocyte counts when compared with patients with mild Lassa fever (AST less than 150 IU/L or viremia, less than 10(3.6)TCID50/ml), (P less than 0.0001) and with febrile control patients, in whom Lassa infection had been excluded by laboratory criteria (P less than 0.0008). Maximum depression occurred a mean of 10.9 days post onset. Patients with severe Lassa fever also had moderate thrombocytopenia, which was statistically significant when compared with febrile control patients (P less than 0.0003) and this occurred a mean of 10.8 days postonset. The most significant changes were in platelet function, which was markedly depressed in patients with severe Lassa fever (P less than 0.0035 in response to ADP and P = 0.0081 for collagen) when compared with patients with mild Lassa fever, and when compared with febrile controls, (P = 0.0013 for ADP and P less than 0.00001 for collagen). This abnormality was usually maximal on admission to hospital, and probably is an early event, preceding hospitalization in these patients.(ABSTRACT TRUNCATED AT 250 WORDS)",1988,Oct,Journal of medical virology,26,2,127-35,,,3183637,#2181,Fisher-Hoch 1988,Exclusion reason: 5 no report of parameters ; ,""
The story of Lassa fever. Part III: The disease in the community.,Frame JD.,,1992,Oct,New York state journal of medicine,92,10,440-4,,,1436814,#2227,Frame 1992,Exclusion reason: 1 duplicate; ,Duplicate
"Lassa fever in the Eastern Province of Sierra Leone, 1970-1972. I. Epidemiologic studies.",Fraser DW.; Campbell CC.; Monath TP.; Goff PA.; Gregg MB.,,1974,Nov,The American journal of tropical medicine and hygiene,23,6,1131-9,,,4429182,#2244,Fraser 1974,Exclusion reason: 1 duplicate; ,Duplicate
Lassa fever in Britain: an imported case.,Woodruff AW.; Monath TP.; Mahmoud AA.; Pain AK.; Morris CA.,,1973,Sep,British medical journal,3,5881,616-7,,,4755184,#2260,Woodruff 1973,"Exclusion reason: 4 case report/study; Natsuko Imai (2019-03-29 01:59:22)(Screen): The diagnosis of Lassa fever has been made in a patient at
the Hospital for Tropical Diseases, London, who arrived in
Britain by air from West Africa and was at the time of admission suffering from pyrexia of unknown origin. The infection is among the most dangerous of those currently
known; mortality rates of 36-52% have been reported for
hospitalized cases in the few outbreaks so far known. This
report is therefore made with the object of bringing to the
notice of practitioners the main features of the disease, particularly in so far as they influence the recognition and
management. The complement fixation tests on serum from
this patient and on other sera that were examined at the
time enabled it to be shown that an outbreak of fever present
in Sierra Leone was caused by the Lassa virus.
Another patient who recently arrivived in Britain from
West Africa has been admitted to the Hospital for Tropical
Diseases, London, and it is probable that she has been
infected
; ",""
"Lassa fever in the Eastern Province of Sierra Leone, 1970-1972. II. Clinical observations and virological studies on selected hospital cases.",Monath TP.; Maher M.; Casals J.; Kissling RE.; Cacciapuoti A.,,1974,Nov,The American journal of tropical medicine and hygiene,23,6,1140-9,,,4429183,#2275,Monath 1974,"Exclusion reason: 1 duplicate; Natsuko Imai (2019-03-28 02:00:02)(Screen): Twelve patients hospitalized with a confirmed diagnosis of Lassa fever were studied during an epidemic of this disease in Sierra Leone. Clinical observations confirmed and extended those made in previous outbreaks in Liberia and Nigeria. Two patients were treated with plasma containing antibodies to Lassa virus; both had a favorable response. Lassa virus was isolated from serum, throat swabs, or urine from all patients sampled during the first 15 days of illness. Virus was recovered from the pharynx of patients with circulating complement-fixing (CF) antibodies. CF antibodies were detectable by the 3rd week of illness. A strain of Lassa virus from one of the patients was compared with strains recovered in Liberia and Nigeria by CF test. Serum from convalescent patients infected with Nigerian virus did not fix complement in the presence of strains from Liberia or Sierra Leone; this result may indicate antigenic differences between Lassa virus strains which must be confirmed by neutralization test.; ",Duplicate
"Haemorrhagic fever in Gabon. I. Incidence of Lassa, Ebola and Marburg viruses in Haut-Ogooué.",Ivanoff B.; Duquesnoy P.; Languillat G.; Saluzzo JF.; Georges A.; Gonzalez JP.; McCormick J.,"A serological enquiry aimed at determining the incidence of infection with Lassa, Ebola and Marburg viruses was conducted on the human population of the region of Haut-Ogooué (Gabon) and on primates. The results, obtained by the indirect immunofluorescence technique, showed that more than 6% of the human population had had contact with Ebola virus but no antibodies against Marburg or Lassa viruses were found. Most sera reacted to an Ebola antigen from a Zairian strain, but showed little or no reaction to an antigen from a Sudanese strain.",1982,,Transactions of the Royal Society of Tropical Medicine and Hygiene,76,6,719-20,,,7164137,#2281,Ivanoff 1982,Exclusion reason: 1 duplicate; ,Duplicate
A serological survey of Lassa fever in Liberia.,Bloch A.,"A serological survey was undertaken at four Liberian hospitals in 1974 in which serum samples were taken from 104 health workers and 61 patients. Six persons had Lassa fever antibodies: four midwives and two students of midwifery. Of those persons who had lived in Loffa County, 4 of 22 midwives were seropositive whereas none of the other 39 residents were positive (P = 0.014).",1978,,Bulletin of the World Health Organization,56,5,811-3,,,310723,#2327,Bloch 1978,Exclusion reason: 1 duplicate; Natsuko Imai (2019-09-17 01:40:15)(Select): duplicate; ,Duplicate
Endemic Lassa fever in Liberia. V. Distribution of Lassa virus activity in Liberia: hospital staff surveys.,Frame JD.; Yalley-Ogunro JE.; Hanson AP.,"Serological testing of hospital personnel by the indirect fluorescent antibody (IFA) technique was used to indicate the distribution of Lassa virus (LV) activity in Liberia. Determination of the places of origin of the staff members as well as the sites of the hospitals indicated that LV is active in throughout Liberia. Prevalences of IFA varied from 3.8% at the J. J. Dossen Hospital on the coast in the south-east to 22.3, 23.5 and 40.4% in Lofa County hospitals inland in the north-west. Rises in LV antibody prevalences, high prevalences and relatively high IFA titres in hospital personnel suggest the LV activity is particularly high in Lofa, Grand Cape Mount and Nimba Counties.",1984,,Transactions of the Royal Society of Tropical Medicine and Hygiene,78,6,761-3,,,6398529,#2328,Frame 1984,Exclusion reason: 1 duplicate; ,Duplicate
"A hospital epidemic of Lassa fever in Zorzor, Liberia, March-April 1972.",Monath TP.; Mertens PE.; Patton R.; Moser CR.; Baum JJ.; Pinneo L.; Gary GW.; Kissling RE.,,1973,Nov,The American journal of tropical medicine and hygiene,22,6,773-9,,,4745236,#2344,Monath 1973,Exclusion reason: 1 duplicate; ,Duplicate
"Clinical presentation of Lassa fever cases during the hospital epidemic at Zorzor, Liberia, March-April 1972.",Mertens PE.; Patton R.; Baum JJ.; Monath TP.,,1973,Nov,The American journal of tropical medicine and hygiene,22,6,780-4,,,4745237,#2367,Mertens 1973,Exclusion reason: 1 duplicate; ,Duplicate
Lassa fever in West Africa: evidence for an expanded region of endemicity.,Sogoba N.; Feldmann H.; Safronetz D.,"Lassa virus (LASV) is endemic in Sierra Leone, Guinea and Liberia (known as the Mano River region) and Nigeria and Lassa fever cases from these countries are being reported annually. Recent investigations have found evidence for an expanded endemicity zone between the two known Lassa endemic regions indicating that LASV is more widely distributed throughout the Tropical Wooded Savanna ecozone in West Africa.",2012,Sep,Zoonoses and public health,59 Suppl 2,,43-7,,10.1111/j.1863-2378.2012.01469.x,22958249,#2400,Sogoba 2012,Exclusion reason: 6 not original estimates/ primary data; ,review
A historical look at the first reported cases of Lassa fever: IgG antibodies 40 years after acute infection.,Bond N.; Schieffelin JS.; Moses LM.; Bennett AJ.; Bausch DG.,"Lassa fever is an acute and sometimes severe viral hemorrhagic illness endemic in West Africa. One important question regarding Lassa fever is the duration of immunoglobulin G (IgG) antibody after infection. We were able to locate three persons who worked in Nigeria dating back to the 1940s, two of whom were integrally involved in the early outbreaks and investigations of Lassa fever in the late 1960s, including the person from whom Lassa virus was first isolated. Two persons had high titers of Lassa virus-specific IgG antibody over 40 years after infection, indicating the potential for long-term duration of these antibodies. One person was likely infected in 1952, 17 years before the first recognized outbreak. We briefly recount the fascinating stories of these three pioneers and their important contribution to our understanding of Lassa fever.",2013,Feb,The American journal of tropical medicine and hygiene,88,2,241-4,,10.4269/ajtmh.2012.12-0466,23390223,#2418,Bond 2013,Exclusion reason: 4 case report/study; Christian Morgenstern (2023-08-30 03:37:40)(Included): Case report of 2 survivors after 40 years but no serostudy or other relevant parameters; Christian Morgenstern (2023-08-30 03:37:13)(Included): records long lasting IgG (40+ years); ,""
Viral infections in travellers from tropical Africa.,Woodruff AW.; Bowen ET.; Platt GS.,"Examination of sera from 86 travellers to Britain from tropical Africa disclosed evidence of past infection with 10 identifiable viruses, of which the most important were O'nyong-nyong, dengue, chikungunya, and Ntaya. The findings indicate that infection with O'nyong-nyong may be acquired sporadically in Nigeria, Ghana, and Sierra Leone, where it has not previously been identified. Chikungunya infection had not been recorded in West Africa other than Nigeria and Senegal. Patients from Sierra Leone and contiguous Liberia had antibodies to this infection. An outbread of dengue fever in the Seychelles in early 1977 was confirmed. Ntaya virus, though known in Uganda, Cameroon, and Zaire, appears also to be transmitted in Kenya, Nigeria, and Zambia. Clinical studies indicated that chikungunya infection may present with alimentary features, possibly with jaundice. The clinical features of Ntaya infection may include kizarre neurological manifestations in addition to fever. The absence of Lassa antibodies among these travellers suggested that this infection is not a common hazard among such persons.",1978,Apr,British medical journal,1,6118,956-8,,,638547,#2462,Woodruff 1978,Exclusion reason: 1 duplicate; ,Duplicate
Viral evolution: The history of Lassa virus.,Attar N.,,2015,Oct,Nature reviews. Microbiology,13,10,600,,10.1038/nrmicro3550,26299786,#2493,Attar 2015,"Exclusion reason: 6 not original estimates/ primary data; David Jorgensen (2019-06-21 02:18:13)(Select): nature research highlight of a cell paper; check original is present
; ",""
Ecology of Lassa Virus.,"Smither, Allison R; Bell-Kareem, Antoinette R","Individuals living in endemic hotspots of Lassa fever have recurrent exposure to  Lassa virus (LASV) via spillover from the primary host reservoir Mastomys natalensis. Despite M. natalensis being broadly distributed across sub-Saharan Africa, Lassa fever is only found in West Africa. In recent years, new LASV reservoirs have been identified. Erudition of rodent habitats, reproduction and fecundity, movement patterns, and spatial preferences are essential to institute preventative measures against Lassa fever. Evolutionary insights have also added to our knowledge of closely related mammarenavirus distribution amongst rodents throughout the continent.",2023,//,Current topics in microbiology and immunology,440,,67-86,,10.1007/82_2020_231,,#2553,Smither 2023,Exclusion reason: 7 not peer reviewed; ,""
COVID-19 and Lassa fever in Nigeria: A deadly alliance?,"Musa, Salihu Sabiu; Zhao, Shi; Abdullahi, Zainab Umar; Habib, Abdulrazaq Garba; He, Daihai","As the COVID-19 pandemic poses serious threats to global public health, Nigeria  faces a potential public health crisis owing to COVID-19 and other infectious diseases, such as Lassa fever (LF) and malaria. In this study, we discuss the possible determinants behind the decreased number of LF cases in Nigeria, which was likely due to the synergistic impact of the COVID-19 pandemic. During the COVID-19 pandemic, the epidemic curve of LF seems to have deviated from the general seasonal scale seen in past years, which could be due to underreporting of cases. In addition, partial compliance with nonpharmaceutical interventions, limited resources, or human behavior could be contributing factors. Thus, we suggest that better differentiation in terms of human and resource allocation between COVID-19 and LF could help curtail the transmission effectively.",2022,04//,International journal of infectious diseases : IJID : official publication of the  International Society for Infectious Diseases,117,,45-47,,10.1016/j.ijid.2022.01.058,,#2573,Musa 2022,Exclusion reason: 5 no report of parameters ; ,""
The reproductive number of Lassa fever: a systematic review.,"Wang, Jingxuan; Zhao, Shi; Chen, Xiao; Huang, Ziyue; Chong, Marc Ka Chun; Guo, Zihao; Javanbakht, Mohammad; Ran, Jinjun",,2021,04//,Journal of travel medicine,28,3,,,10.1093/jtm/taab029,,#2603,Wang 2021,Exclusion reason: 6 not original estimates/ primary data; ,review
Predicting the evolution of the Lassa virus endemic area and population at risk  over the next decades.,"Klitting, Raphaëlle; Kafetzopoulou, Liana E; Thiery, Wim; Dudas, Gytis; Gryseels, Sophie; Kotamarthi, Anjali; Vrancken, Bram; Gangavarapu, Karthik; Momoh, Mambu; Sandi, John Demby; Goba, Augustine; Alhasan, Foday; Grant, Donald S; Okogbenin, Sylvanus; Ogbaini-Emovo, Ephraim; Garry, Robert F; Smither, Allison R; Zeller, Mark; Pauthner, Matthias G; McGraw, Michelle; Hughes, Laura D; Duraffour, Sophie; Günther, Stephan; Suchard, Marc A; Lemey, Philippe; Andersen, Kristian G; Dellicour, Simon","Lassa fever is a severe viral hemorrhagic fever caused by a zoonotic virus that  repeatedly spills over to humans from its rodent reservoirs. It is currently not known how climate and land use changes could affect the endemic area of this virus, currently limited to parts of West Africa. By exploring the environmental data associated with virus occurrence using ecological niche modelling, we show how temperature, precipitation and the presence of pastures determine ecological suitability for virus circulation. Based on projections of climate, land use, and population changes, we find that regions in Central and East Africa will likely become suitable for Lassa virus over the next decades and estimate that the total population living in ecological conditions that are suitable for Lassa virus circulation may drastically increase by 2070. By analysing geotagged viral genomes using spatially-explicit phylogeography and simulating virus dispersal, we find that in the event of Lassa virus being introduced into a new suitable region, its spread might remain spatially limited over the first decades.",2022,09//,Nature communications,13,1,5596-5596,,10.1038/s41467-022-33112-3,,#2618,Klitting 2022,Exclusion reason: 5 no report of parameters ; Juliette Unwin (2023-09-05 17:52:21)(Select): future risk; ,""
Inter-State Transmission of Lassa Fever during the 2015-2016 Lassa Outbreak in  Nigeria: An Implication for Infection Prevention and Control Practices.,"Mohammed, Y; Bello, U I; Chinaka, C C; Onuoha, M; Sarki, M; Yahaya, S S; Suleiman, K; Dalhat, M M","BACKGROUND: Lassa fever is an acute hemorrhagic viral disease caused by the Lassa  virus. The Lassa virus belongs to the Arenaviridae family of RNA viruses. On 05/04/2016; two cases of Lassa fever were reported from Katsina State with the date of presentation of the first case on 23/03/2016 and 27/03/ 2016 for the second case. We investigated the outbreak to identify the agent and the source and propose recommendations as well as to assess the practice of infection, prevention and control (IPC). METHODS: We used descriptive study to describe contact tracing and facility assessment. We described the outbreak by time, place, and person. We defined a case using established guidelines and line-listed the contacts. We conducted IPC facility check in the state. Blood specimens were collected for Lassa fever detection. Microsoft Excel and Epi-info version 7.1.6 were used for data analysis. RESULTS: The index case of Lassa fever in Katsina State was seen on 23/03/2016 with a travel history from Kaduna State. The second case had contact with a positive Lassa fever case from Gwagwalada, Federal Capital Territory (FCT). A total of 82 contacts were line listed (9 developed Lassa fever). The case fatality rate was 27.3%. IPC checklist revealed 37.5% of the health facilities lacked personal protective equipment and safety boxes, 25% lacked isolation wards, and none had chlorine solution. Overall, 61% of personnel had poor knowledge of Lassa fever, 31% had fair knowledge and 8% had good knowledge. CONCLUSION: A multiple-source epidemic with sources of primary infection from outside Katsina state was noted. Most of the health facilities assessed lack basic IPC materials and knowledge on Lassa fever which should be addressed.",2023,07//,West African journal of medicine,40,7,684-688,,,,#2621,Mohammed 2023,"Exclusion reason: 8 No full text; Christian Morgenstern (2023-09-09 01:47:20)(Select): Imperial College Library and British Library both unable to obtain
Can't find full text online either; Christian Morgenstern (2023-09-02 18:43:02)(Select): requested from library; ",""
"Systematic review and meta-analysis of the epidemiology of Lassa virus in humans,  rodents and other mammals in sub-Saharan Africa.","Kenmoe, Sebastien; Tchatchouang, Serges; Ebogo-Belobo, Jean Thierry; Ka'e, Aude Christelle; Mahamat, Gadji; Guiamdjo Simo, Raïssa Estelle; Bowo-Ngandji, Arnol; Demeni Emoh, Cynthia Paola; Che, Emmanuel; Tchami Ngongang, Dimitri; Amougou-Atsama, Marie; Nzukui, Nathalie Diane; Mbongue Mikangue, Chris Andre; Mbaga, Donatien Serge; Kenfack, Sorel; Kingue Bebey, Sandrine Rachel; Amvongo Adjia, Nathalie; Efietngab, Atembeh Noura; Tazokong, Hervé Raoul; Modiyinji, Abdou Fatawou; Kengne-Nde, Cyprien; Sadeuh-Mba, Serge Alain; Njouom, Richard","Accurate data on the Lassa virus (LASV) human case fatality rate (CFR) and the  prevalence of LASV in humans, rodents and other mammals are needed for better planning of actions that will ultimately reduce the burden of LASV infection in sub-Saharan Africa. In this systematic review with meta-analysis, we searched PubMed, Scopus, Africa Journal Online, and African Index Medicus from 1969 to 2020 to obtain studies that reported enough data to calculate LASV infection CFR or prevalence. Study selection, data extraction, and risk of bias assessment were conducted independently. We extracted all measures of current, recent, and past infections with LASV. Prevalence and CFR estimates were pooled using a random-effect meta-analysis. Factors associated with CFR, prevalence, and sources of between-study heterogeneity were determined using subgroup and metaregression analyses. This review was registered with PROSPERO, CRD42020166465. We initially identified 1,399 records and finally retained 109 reports that contributed to 291 prevalence records from 25 countries. The overall CFR was 29.7% (22.3-37.5) in humans. Pooled prevalence of LASV infection was 8.7% (95% confidence interval: 6.8-10.8) in humans, 3.2% (1.9-4.6) in rodents, and 0.7% (0.0-2.3) in other mammals. Subgroup and metaregression analyses revealed a substantial statistical heterogeneity explained by higher prevalence in tissue organs, in case-control, in hospital outbreak, and surveys, in retrospective studies, in urban and hospital setting, in hospitalized patients, and in West African countries. This study suggests that LASV infections is an important cause of death in humans and that LASV are common in humans, rodents and other mammals in sub-Saharan Africa. These estimates highlight disparities between sub-regions, and population risk profiles. Western Africa, and specific key populations were identified as having higher LASV CFR and prevalence, hence, deserving more attention for cost-effective preventive interventions.",2020,08//,PLoS neglected tropical diseases,14,8,e0008589-e0008589,,10.1371/journal.pntd.0008589,,#2623,Kenmoe 2020,Exclusion reason: 6 not original estimates/ primary data; ,review
"Knowledge of Lassa fever, its prevention and control practices and their  predictors among healthcare workers during an outbreak in Northern Nigeria: A multi-centre cross-sectional assessment.","Wada, Yusuf Hassan; Ogunyinka, Ibrahim Abayomi; Yusuff, Kazeem Babatunde; Ochu, Chinwe Lucia; Yahaya, Mohammed; Khalid, Garba Mohammed; Mutalub, Yahkub Babatunde; Adeniye, Sulaiman Badmus","BACKGROUND: The year 2020 Lassa fever (LF) outbreak had the greatest disease  burden and this can place an enormous strain on the already overstretched healthcare system and can potentially increase morbidity and mortality due to infectious diseases. Therefore, having a knowledgeable healthcare workforce with appropriate skills and competencies to prevent and manage outbreaks of a neglected infectious disease such as LF in Nigeria will potentially enhance public health. Thus, this survey assessed the level of knowledge of LF and its prevention and control (PC) measures amongst the healthcare workers (HCWs) during a LF outbreak in Katsina state, Nigeria. METHODOLOGY/PRINCIPAL FINDINGS: During this cross-sectional survey, HCWs complete a validated 29-item questionnaire comprising 18 items on the knowledge of LF and its PC measures and an item on global self-evaluation of their LF knowledge. Psychometric properties of the questionnaire were evaluated. Chi-square and binary logistic regression analyses were conducted. Out of 435 HCWs invited, a total of 400 participated in the study (92% response rate). The majority of participants (51.8%) demonstrated inadequate LF knowledge, with 62.9% of those scoring low having a high self-perception of their LF knowledge with the global scale. This LF knowledge over-estimation was predicted by LF training status (odds ratio (OR) 2.53; 95% CI: 1.49-4.30; p = 0.001). The level of LF knowledge and its PC measures among the study participants was low (11.60±8.14, 64.4%) and predicted by participants' LF training status (OR 2.06; 95% CI: 1.19-3.57; p = 0.009), place of work (OR 1.82; 95% CI: 1.07-3.08; p = 0.03) and their designations (OR 2.40; 95% CI: 1.10-5.22; p = 0.03). CONCLUSION: The level of knowledge of LF and its PC measures among the HCWs surveyed was suboptimal and participants' LF training status, place of work and occupational category were the significant predictors. In addition, LF knowledge overestimation on a global scale was observed among a majority of HCWs and this was also predicted by LF training status. Therefore, there is a critical need for health authorities in Nigeria to prioritize continuous on-the-job training of HCWs on priority neglected tropical diseases such as Lassa fever.",2022,03//,PLoS neglected tropical diseases,16,3,e0010259-e0010259,,10.1371/journal.pntd.0010259,,#2626,Wada 2022,Exclusion reason: 5 no report of parameters ; ,""
Increased Prevalence of Lassa Fever Virus-Positive Rodents and Diversity of  Infected Species Found during Human Lassa Fever Epidemics in Nigeria.,"Happi, Anise N; Olumade, Testimony J; Ogunsanya, Olusola A; Sijuwola, Ayotunde E; Ogunleye, Seto C; Oguzie, Judith U; Nwofoke, Cecilia; Ugwu, Chinedu A; Okoro, Samuel J; Otuh, Patricia I; Ngele, Louis N; Ojo, Oluwafemi O; Adelabu, Ademola; Adeleye, Roseline F; Oyejide, Nicholas E; Njaka, Clinton S; Heeney, Jonathan L; Happi, Christian T","The dynamics of Lassa virus (LASV) infections in rodent reservoirs and their  endemic human caseloads remain poorly understood. During the endemic period, human infections are believed to be associated with the seasonal migration of Mastomys natalensis, thought to be the primary reservoir that triggers multiple spillovers of LASV to humans. It has become imperative to improve LASV diagnosis in rodents while updating their prevalence in two regions of Lassa fever endemicity in Nigeria. Rodents (total, 942) were trapped in Ondo (531) and Ebonyi (411) states between October 2018 and April 2020 for detection of LASV using various tissues. Overall, the LASV prevalence was 53.6%. The outbreak area sampled in Ondo had three and two times higher capture success and LASV prevalence, respectively, than Ebonyi State. This correlated with the higher number of annual cases of Lassa fever (LF) in Ondo State versus Ebonyi State. All rodent genera (Mastomys, Rattus, Crocidura, Mus, and Tatera) captured in both states showed slightly variable LASV positivity, with Rattus spp. being the most predominantly infected (77.3%) rodents in Ondo State versus Mastomys spp. (41.6%) in Ebonyi State. The tissues with the highest LASV positivity were the kidneys, spleen, and testes. The finding of a relatively high LASV prevalence in all of the rodent genera captured highlights the complex interspecies transmission dynamics of LASV infections in the reservoirs and their potential association with increased environmental contact, as well as the risk of zoonotic spillover in these communities, which have the highest prevalence of Lassa fever in Nigeria. IMPORTANCE Our findings show the highest LASV positivity in small rodents ever recorded and the first direct detection of LASV in Tatera spp. Our findings also indicate the abundance of LASV-infected small rodents in houses, with probable interspecies transmission through vertical and horizontal coitus routes. Consequently, we suggest that the abundance of different reservoir species for LASV may fuel the epizootic outbreaks of LF in affected human communities. The high prevalence of LASV with the diversity of affected rodents has direct implications for our understanding of the transmission risk, mitigation, and ultimately, the prevention of LF in humans. Optimal tissues for LASV detection in rodents are also presented.",2022,08//,Microbiology spectrum,10,4,e0036622-e0036622,,10.1128/spectrum.00366-22,,#2642,Happi 2022,Exclusion reason: 3 wrong pathogen / epi not main focus; Christian Morgenstern (2023-08-17 00:04:15)(Screen): Keep for write-up / information on prevalence in rodents. (reject at full text screening stage); ,Prevalence in vectors
