Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Geographical drivers and climate-linked dynamics of Lassa fever in Nigeria.,"Redding, David W; Gibb, Rory; Dan-Nwafor, Chioma C; Ilori, Elsie A; Yashe, Rimamdeyati Usman; Oladele, Saliu H; Amedu, Michael O; Iniobong, Akanimo; Attfield, Lauren A; Donnelly, Christl A; Abubakar, Ibrahim; Jones, Kate E; Ihekweazu, Chikwe","Lassa fever is a longstanding public health concern in West Africa. Recent  molecular studies have confirmed the fundamental role of the rodent host (Mastomys natalensis) in driving human infections, but control and prevention efforts remain hampered by a limited baseline understanding of the disease's true incidence, geographical distribution and underlying drivers. Here, we show that Lassa fever occurrence and incidence is influenced by climate, poverty, agriculture and urbanisation factors. However, heterogeneous reporting processes and diagnostic laboratory access also appear to be important drivers of the patchy distribution of observed disease incidence. Using spatiotemporal predictive models we show that including climatic variability added retrospective predictive value over a baseline model (11% decrease in out-of-sample predictive error). However, predictions for 2020 show that a climate-driven model performs similarly overall to the baseline model. Overall, with ongoing improvements in surveillance there may be potential for forecasting Lassa fever incidence to inform health planning.",2021,10//,Nature communications,12,1,5759-5759,,10.1038/s41467-021-25910-y,,#2661,Redding 2021,"Patrick Doohan (2023-09-04 21:19:51)(Select): Could extract 'other' risk factors for incidence, occurrence ... possibly seasonality too; Juliette Unwin (2023-09-01 19:49:23)(Select): This has a model in it but not a transmission model - more time series.  I've excluded but left note in case need to discuss.; ",""
Lassa fever outcomes and prognostic factors in Nigeria (LASCOPE): a prospective  cohort study.,"Duvignaud, Alexandre; Jaspard, Marie; Etafo, Ijeoma Chukwudumebi; Gabillard, Delphine; Serra, Béatrice; Abejegah, Chukwuyem; le Gal, Camille; Abidoye, Abiodun Tolani; Doutchi, Mahamadou; Owhin, Sampson; Séri, Benjamin; Vihundira, Jackson Katembo; Bérerd-Camara, Marion; Schaeffer, Justine; Danet, Nicolas; Augier, Augustin; Ogbaini-Emovon, Ephraim; Salam, Alex Paddy; Ahmed, Liasu Adeagbo; Duraffour, Sophie; Horby, Peter; Günther, Stephan; Adedosu, Akinola Nelson; Ayodeji, Oladele Oluwafemi; Anglaret, Xavier; Malvy, Denis","BACKGROUND: Lassa fever is a viral haemorrhagic fever endemic in parts of west  Africa. New treatments are needed to decrease mortality, but pretrial reference data on the disease characteristics are scarce. We aimed to document baseline characteristics and outcomes for patients hospitalised with Lassa fever in Nigeria. METHODS: We did a prospective cohort study (LASCOPE) at the Federal Medical Centre in Owo, Nigeria. All patients admitted with confirmed Lassa fever were invited to participate and asked to give informed consent. Patients of all ages, including newborn infants, were eligible for inclusion, as were pregnant women. All participants received standard supportive care and intravenous ribavirin according to Nigeria Centre for Disease Control guidelines and underwent systematic biological monitoring for 30 days. Patients' characteristics, care received, mortality, and associated factors were recorded using standard WHO forms. We used univariable and multivariable logistic regression models to investigate an association between baseline characteristics and mortality at day 30. FINDINGS: Between April 5, 2018, and March 15, 2020, 534 patients with confirmed Lassa fever were admitted to hospital, of whom 510 (96%) gave consent and were included in the analysis. The cohort included 258 (51%) male patients, 252 (49%) female patients, 426 (84%) adults, and 84 (16%) children (younger than 18 years). The median time between first symptoms and hospital admission was 8 days (IQR 7-13). At baseline, 176 (38%) of 466 patients had a Lassa fever RT-PCR cycle threshold (Ct) lower than 30. From admission to end of follow-up, 120 (25%) of 484 reached a National Early Warning Score (second version; NEWS2) of 7 or higher, 67 (14%) of 495 reached a Kidney Disease-Improving Global Outcome (KDIGO) stage of 2 or higher, and 41 (8%) of 510 underwent dialysis. All patients received ribavirin for a median of 10 days (IQR 9-13). 62 (12%) patients died (57 [13%] adults and five [6%] children). The median time to death was 3 days (1-6). The baseline factors independently associated with mortality were the following: age 45 years or older (adjusted odds ratio 16·30, 95% CI 5·31-50·30), NEWS2 of 7 or higher (4·79, 1·75-13·10), KDIGO grade 2 or higher (7·52, 2·66-21·20), plasma alanine aminotransferase 3 or more times the upper limit of normal (4·96, 1·69-14·60), and Lassa fever RT-PCR Ct value lower than 30 (4·65, 1·50-14·50). INTERPRETATION: Our findings comprehensively document clinical and biological characteristics of patients with Lassa fever and their relationship with mortality, providing prospective estimates that could be useful for designing future therapeutic trials. Such trials comparing new Lassa fever treatments to a standard of care should take no more than 15% as the reference mortality rate and consider adopting a combination of mortality and need for dialysis as the primary endpoint. FUNDING: Institut National de la Santé et de la Recherche Médicale, University of Oxford, EU, UK Department for International Development, Wellcome Trust, French Ministry of Foreign Affairs, Agence Nationale de Recherches sur le SIDA et les hépatites virales, French National Research Institute for Sustainable Development.",2021,04//,The Lancet. Global health,9,4,e469-e478,,10.1016/S2214-109X(20)30518-0,,#2662,Duvignaud 2021,Juliette Unwin (2023-09-02 02:28:41)(Select): delays; ,""
Immunological screening of Lassa Virus among Health workers and Contacts of  patients of Lassa fever in Ondo State.,"Shaibu, Joseph Ojonugwa; Salu, Olumuyiwa Babalola; Amoo, Olufemi Samuel; Idigbe, Ifeoma; Musa, Adesola Zaidat; Ezechi, Oliver Chukwujekwu; Abejegah, Chukwuyem; Ayodeji, Oluwafemi; Salako, Babatunde Lawal; Omilabu, Sunday Aremu; Audu, Rosemary Ajuma","BACKGROUND: The increasing trends of morbidity and mortality of Lassa fever is  becoming more alarming in Nigeria. Information about immune response to the virus is limited. At exposure, the level of immunity plays a vital role in the vulnerability of individuals infected. OBJECTIVE: Investigating the immune status of health workers, infected cases and contacts of infected cases of Lassa fever in Ondo State. STUDY DESIGN: Blood samples were collected from 233 individuals comprising 102 health workers, 22 infected cases and 109 contacts of infected cases from Owo and Ose Local Government Areas and transported in triple level packaging. Plasma samples were analyzed for IgG and IgM markers using ReLASV® Pan-Lassa NP IgG/IgM ELISA Kit (Zalgen Labs, LLC, USA) while RNAs extracted from IgM positive samples were analyzed for LASV RNA according to manufacturers' instructions. RESULT: Among the health workers, 20/102 (19.6%) and 2/102 (2.0%) were IgG and IgM positive respectively. While 16/22 (72.7%) and 14/22 (63.6%) were IgG and IgM positive respectively among the infected cases. Of the contacts of infected cases screened, 64/109 (58.7%) were IgG positive while 4/109 (3.7%) were positive for IgM. There was no detectable LASV RNA in the samples analyzed. CONCLUSION: These findings suggest that majority of the health workers are naïve to the virus and hence may be prone to the viral infection. It could also be suggestive that a good personal protective procedure is been practiced by the health workers, hence the low exposure. However, most of the contacts of infected cases show exposure to the virus.",2021,05//,Immunobiology,226,3,152076-152076,,10.1016/j.imbio.2021.152076,,#2676,Shaibu 2021,"",""
Boosting understanding of Lassa Fever virus epidemiology: Field testing a novel  assay to identify past Lassa Fever virus infection in blood and oral fluids of survivors and unexposed controls in Sierra Leone.,"Akpogheneta, Onome; Dicks, Steve; Grant, Donald; Kanneh, Zainab; Jusu, Brima; Edem-Hotah, Joseph; Kanneh, Lansana; Alhasan, Foday; Gbakie, Michael; Schieffelin, John; Ijaz, Samreen; Tedder, Richard; Bower, Hilary","BACKGROUND: Despite identification 50 years ago, the true burden of Lassa Fever  (LF) across Africa remains undefined for reasons including research focus on hospitalised patients, lack of validated field-feasible tools which reliably identify past infection, and the fact that all assays require blood samples making large-scale surveys difficult. Designated a priority pathogen of epidemic potential requiring urgent research by the World Health Organisation, a better understanding of LF sero-epidemiology is essential to developing and evaluating new interventions including vaccines. We describe the first field testing of a novel species-neutral Double Antigen Binding Assay (DABA) designed to detect antibodies to LF in plasma and oral fluid. METHODOLOGY/PRINCIPAL FINDINGS: Paired plasma and oral fluid were collected in Sierra Leone from survivors discharged from Kenema Government Hospital Lassa Fever Unit between 1980 and 2018, and from controls recruited in Freetown in 2019. Epidemiological sensitivity and specificity of the DABA measured against historical diagnosis in survivors and self-declared non-exposed controls was 81.7% (95% CI 70.7%- 89.9%) and 83.3% (72.7%- 91.1%) respectively in plasma, and 71.8% (60.0%- 81.9%) and 83.3% (72.7%- 91.1%) respectively in oral fluid. Antibodies were identified in people infected up to 15 years and, in one case, 40 years previously. Participants found oral fluid collection easy and painless with 80% happy to give an oral fluid sample regularly. CONCLUSIONS/SIGNIFICANCE: Given the difficulties of assay validation in a resource-limited setting, including unexpected exposures and diagnostics of varying accuracy, the new assay performed well in both plasma and oral fluid. Sensitivity and specificity are expected to be higher when case/control ascertainment is more definitive and further work is planned to investigate this. Even at the performance levels achieved, the species-neutral DABA has the potential to facilitate the large-scale seroprevalence surveys needed to underpin essential developments in LF control, as well as support zoonotic investigations.",2021,03//,PLoS neglected tropical diseases,15,3,e0009255-e0009255,,10.1371/journal.pntd.0009255,,#2679,Akpogheneta 2021,Christian Morgenstern (2023-09-02 18:58:56)(Select): Focus is on testing the novel assay rather than doing a serostudy.; ,""
"Epidemiological characteristics of Lassa fever cases in Liberia: a retrospective  analysis of surveillance data, 2019-2020.","Jetoh, Ralph Weah; Malik, Shruti; Shobayo, Bode; Taweh, Fahn; Yeabah, Trokon Omarley; George, Josiah; Gbelee, Burgess; Teahton, Julius; Jaryan, Francis; Tegli, Momo; Umeokonkwo, Chukwuma David; MaCauley, Jane","OBJECTIVES: Liberia is endemic to Lassa fever (LF) and has the largest reported  per capita incidence of LF patients in the West African region. Cases of the disease increased unprecedentedly in 2019 and 2020, characterized by a geographical drift in epidemiology and seasonal variation of occurrence. This study aims to describe the epidemiological and clinical characteristics of LF in Liberia from 2019 to 2020. METHODS: A retrospective study was conducted on cases of LF confirmed at the National Public Health Reference Laboratory from January 2019 to December 2020. Medical records were reviewed, and epidemiological and clinical data were collected in an organized manner. Descriptive and inferential statistics were carried out using Epi Info (version 7.2.5.0). RESULTS: A total of 382 suspected LF cases were reported, of which 103 were laboratory-confirmed, yielding a case positivity rate of 27% (103/382). The median age of the LF cases was 20 (IQR: 9-30). Children younger than 18 years accounted for 40.8% (42/103) of the cases and healthcare workers' cases constituted 7.7% of the cases. Bong, Nimba, and Grand Bass accounted for 87.4% of the cases with cases in new counties like Lofa, Margibi, and Grand Kru. Hemorrhage (aOR:10.2; 95% CI: 3.11-33.81), patients who did not receive ribavirin (aOR: 4.4; 95% CI: 1.12-17.57, P = 0.034), and patients aged 40 years or older (aOR: 6.2; 95% CI: 1.19-32.53, P = 0.049) were associated with LF mortality. CONCLUSION: The LF cases in 2019 and 2020 had a high case fatality rate and spread to new counties that had not previously reported LF. The disease occurred during most of the rainy season instead of the usual dry season. There is an urgent need to lower morbidity and mortality, improve early presentation to the hospital, and early initiation of appropriate medical care.",2022,09//,International journal of infectious diseases : IJID : official publication of the  International Society for Infectious Diseases,122,,767-774,,10.1016/j.ijid.2022.07.006,,#2684,Jetoh 2022,"",""
Mechanistic modelling of the large-scale Lassa fever epidemics in Nigeria from  2016 to 2019.,"Musa, Salihu S; Zhao, Shi; Gao, Daozhou; Lin, Qianying; Chowell, Gerardo; He, Daihai","Lassa fever, also known as Lassa hemorrhagic fever, is a virus that has generated  recurrent outbreaks in West Africa. We use mechanistic modelling to study the Lassa fever epidemics in Nigeria from 2016-19. Our model describes the interaction between human and rodent populations with the consideration of quarantine, isolation and hospitalization processes. Our model supports the phenomenon of forward bifurcation where the stability between disease-free equilibrium and endemic equilibrium exchanges. Moreover, our model captures well the incidence curves from surveillance data. In particular, our model is able to reconstruct the periodic rodent and human forces of infection. Furthermore, we suggest that the three major epidemics from 2016-19 can be modelled by properly characterizing the rodent (or human) force of infection while the estimated human force of infection also present similar patterns across outbreaks. Our results suggest that the initial susceptibility likely increased across the three outbreaks from 2016-19. Our results highlight the similarity of the transmission dynamics driving three major Lassa fever outbreaks in the endemic areas.",2020,05//,Journal of theoretical biology,493,,110209-110209,,10.1016/j.jtbi.2020.110209,,#2707,Musa 2020,"",mathematical model
"Retrospective Cohort Study of Lassa Fever in Pregnancy, Southern Nigeria.","Okogbenin, Sylvanus; Okoeguale, Joseph; Akpede, George; Colubri, Andres; Barnes, Kayla G; Mehta, Samar; Eifediyi, Reuben; Okogbo, Felix; Eigbefoh, Joseph; Momoh, Mojeed; Rafiu, Mojeed; Adomeh, Donatus; Odia, Ikponmwosa; Aire, Chris; Atafo, Rebecca; Okonofua, Martha; Pahlman, Meike; Becker-Ziaja, Beate; Asogun, Danny; Okokhere, Peter; Happi, Christian; Günther, Stephan; Sabeti, Pardis C; Ogbaini-Emovon, Ephraim","Lassa fever in pregnancy causes high rates of maternal and fetal death, but  limited data are available to guide clinicians. We retrospectively studied 30 pregnant Lassa fever patients treated with early ribavirin therapy and a conservative obstetric approach at a teaching hospital in southern Nigeria during January 2009–March 2018. Eleven (36.7%) of 30 women died, and 20/31 (64.5%) pregnancies ended in fetal or perinatal loss. On initial evaluation, 17/30 (56.6%) women had a dead fetus; 10/17 (58.8%) of these patients died, compared with 1/13 (7.7%) of women with a live fetus. Extravaginal bleeding, convulsions, and oliguria each were independently associated with maternal and fetal or perinatal death, whereas seeking care in the third trimester was not. For women with a live fetus at initial evaluation, the positive outcomes observed contrast with previous reports, and they support a conservative approach to obstetric management of Lassa fever in pregnancy in Nigeria.",2019,08//,Emerging infectious diseases,25,8,1494-1500,,10.3201/eid2508.181299,,#2714,Okogbenin 2019,"",""
Seroepidemiology of Lassa virus in pregnant women in Southern Nigeria: A  prospective hospital-based cohort study.,"Kayem, Nzelle Delphine; Okogbenin, Sylvanus; Okoeguale, Joseph; Momoh, Mojeed; Njoku, Antonia; Eifediyi, Reuben; Enodiana, Xavier; Ngwu, Hilary; Irhiogbe, Wilfred; Ighodalo, Yemisi; Olokor, Thomas; Odigie, George; Castle, Lyndsey; Duraffour, Sophie; Oestereich, Lisa; Dahal, Prabin; Ariana, Proochista; Gunther, Stephan; Horby, Peter","BACKGROUND: There is limited epidemiological evidence on Lassa fever in pregnant  women with acute gaps on prevalence, infection incidence, and risk factors. Such evidence would facilitate the design of therapeutic and vaccine trials and the design of control programs. Our study sought to address some of these gaps by estimating the seroprevalence and seroconversion risk of Lassa fever in pregnant women. METHODOLOGY/PRINCIPAL FINDINGS: We conducted a prospective hospital-based cohort between February and December 2019 in Edo State, Southern Nigeria, enrolling pregnant women at antenatal clinic and following them up at delivery. Samples were evaluated for IgG antibodies against Lassa virus. The study demonstrates a seroprevalence of Lassa IgG antibodies of 49.6% and a seroconversion risk of 20.8%. Seropositivity was strongly correlated with rodent exposure around homes with an attributable risk proportion of 35%. Seroreversion was also seen with a seroreversion risk of 13.4%. CONCLUSIONS/SIGNIFICANCE: Our study suggests that 50% of pregnant women were at risk of Lassa infection and that 35.0% of infections might be preventable by avoiding rodent exposure and conditions which facilitate infestation and the risk of human-rodent contact. While the evidence on rodent exposure is subjective and further studies are needed to provide a better understanding of the avenues of human-rodent interaction; public health measures to decrease the risk of rodent infestation and the risk of spill over events may be beneficial. With an estimated seroconversion risk of 20.8%, our study suggests an appreciable risk of contracting Lassa fever during pregnancy and while most of these seroconversions may not be new infections, given the high risk of adverse outcomes in pregnancy, it supports the need for preventative and therapeutic options against Lassa fever in pregnancy. The occurrence of seroreversion in our study suggests that the prevalence obtained in this, and other cohorts may be an underestimate of the actual proportion of women of childbearing age who present at pregnancy with prior LASV exposure. Additionally, the occurrence of both seroconversion and seroreversion in this cohort suggests that these parameters would need to be considered for the development of Lassa vaccine efficacy, effectiveness, and utility models.",2023,05//,PLoS neglected tropical diseases,17,5,e0011354-e0011354,,10.1371/journal.pntd.0011354,,#2739,Kayem 2023,"",""
"Influence of Landscape Patterns on Exposure to Lassa Fever Virus, Guinea.","Longet, Stephanie; Leggio, Cristina; Bore, Joseph Akoi; Key, Stephanie; Tipton, Tom; Hall, Yper; Koundouno, Fara Raymond; Bower, Hilary; Bhattacharyya, Tapan; Magassouba, N'Faly; Günther, Stephan; Henao-Restrapo, Ana-Maria; Rossman, Jeremy S; Konde, Mandy Kader; Fornace, Kimberly; Carroll, Miles W","Lassa fever virus (LASV) is the causative agent of Lassa fever, a disease endemic  in West Africa. Exploring the relationships between environmental factors and LASV transmission across ecologically diverse regions can provide crucial information for the design of appropriate interventions and disease monitoring. We investigated LASV exposure in 2 ecologically diverse regions of Guinea. Our results showed that exposure to LASV was heterogenous between and within sites. LASV IgG seropositivity was 11.9% (95% CI 9.7%-14.5%) in a coastal study site in Basse-Guinée, but it was 59.6% (95% CI 55.5%-63.5%) in a forested study site located in Guinée Forestière. Seropositivity increased with age in the coastal site. We also found significant associations between exposure risk for LASV and landscape fragmentation in coastal and forested regions. Our study highlights the potential link between environmental change and LASV emergence and the urgent need for research on land management practices that reduce disease risks.",2023,02//,Emerging infectious diseases,29,2,304-313,,10.3201/eid2902.212525,,#2759,Longet 2023,"",""
"Early onset of neurological features differentiates two outbreaks of Lassa fever  in Ebonyi state, Nigeria during 2017-2018.","Chika-Igwenyi, Nneka M; Harrison, Rebecca E; Psarra, Christina; Gil-Cuesta, Julita; Gulamhusein, Maria; Onwe, Emeka O; Onoh, Robinson C; Unigwe, Uche S; Ajayi, Nnennaya A; Nnadozie, Ugochukwu U; Ojide, Chiedozie K; Nwidi, Damian U; Ezeanosike, Obumneme; Sampson, Emeka; Adeke, Azuka S; Ugwu, Collins N; Anebonam, Uchenna; Tshiang, Jacques K; Maikere, Jacob; Reid, Anthony","Lassa fever (LF) is an acute viral haemorrhagic illness with various non-specific  clinical manifestations. Neurological symptoms are rare at the early stage of the disease, but may be seen in late stages, in severely ill patients.The aim of this study was to describe the epidemiological evolution, socio-demographic profiles, clinical characteristics, and outcomes of patients seen during two Lassa fever outbreaks in Ebonyi State, between December 2017 and December 2018. Routinely collected clinical data from all patients admitted to the Virology Centre of the hospital during the period were analysed retrospectively. Out of a total of 83 cases, 70(84.3%) were RT-PCR confirmed while 13 (15.7%) were probable cases. Sixty-nine (83.1%) patients were seen in outbreak 1 of whom 53.6% were urban residents, while 19%, 15%, and 10% were farmers, students and health workers respectively. There were 14 (16.8%) patients, seen in second outbreak with 92.9% rural residents. There were differences in clinical symptoms, signs and laboratory findings between the two outbreaks. The case fatality rates were 29.9% in outbreak 1 and 85.7% for outbreak 2. Neurological features and abnormal laboratory test results were associated with higher mortality rate, seen in outbreak 2. This study revealed significant differences between the two outbreaks. Of particular concern was the higher case fatality during the outbreak 2 which may be from a more virulent strain of the Lassa virus. This has important public health implications and further molecular studies are needed to better define its characteristics.",2021,03//,PLoS neglected tropical diseases,15,3,e0009169-e0009169,,10.1371/journal.pntd.0009169,,#2760,Chika-Igwenyi 2021,"",""
"Seroprevalence of anti-Lassa Virus IgG antibodies in three districts of Sierra  Leone: A cross-sectional, population-based study.","Grant, Donald S; Engel, Emily J; Roberts Yerkes, Nicole; Kanneh, Lansana; Koninga, James; Gbakie, Michael A; Alhasan, Foday; Kanneh, Franklyn B; Kanneh, Ibrahim Mustapha; Kamara, Fatima K; Momoh, Mambu; Yillah, Mohamed S; Foday, Momoh; Okoli, Adaora; Zeoli, Ashley; Weldon, Caroline; Bishop, Christopher M; Zheng, Crystal; Hartnett, Jessica; Chao, Karissa; Shore, Kayla; Melnik, Lilia I; Mucci, Mallory; Bond, Nell G; Doyle, Philip; Yenni, Rachael; Podgorski, Rachel; Ficenec, Samuel C; Moses, Lina; Shaffer, Jeffrey G; Garry, Robert F; Schieffelin, John S","BACKGROUND: Lassa virus (LASV), the cause of the acute viral hemorrhagic illness  Lassa fever (LF), is endemic in West Africa. Infections in humans occur mainly after exposure to infected excrement or urine of the rodent-host, Mastomys natalensis. The prevalence of exposure to LASV in Sierra Leone is crudely estimated and largely unknown. This cross-sectional study aimed to establish a baseline point seroprevalence of IgG antibodies to LASV in three administrative districts of Sierra Leone and identify potential risk factors for seropositivity and LASV exposure. METHODOLOGY AND PRINCIPAL FINDINGS: Between 2015 and 2018, over 10,642 participants from Kenema, Tonkolili, and Port Loko Districts were enrolled in this cross-sectional study. Previous LASV and LF epidemiological studies support classification of these districts as ""endemic,"" ""emerging,"" and ""non-endemic"", respectively. Dried blood spot samples were tested for LASV antibodies by ELISA to determine the seropositivity of participants, indicating previous exposure to LASV. Surveys were administered to each participant to assess demographic and environmental factors associated with a higher risk of exposure to LASV. Overall seroprevalence for antibodies to LASV was 16.0%. In Kenema, Port Loko, and Tonkolili Districts, seroprevalences were 20.1%, 14.1%, and 10.6%, respectively. In a multivariate analysis, individuals were more likely to be LASV seropositive if they were living in Kenema District, regardless of sex, age, or occupation. Environmental factors contributed to an increased risk of LASV exposure, including poor housing construction and proximity to bushland, forested areas, and refuse. CONCLUSIONS AND SIGNIFICANCE: In this study we determine a baseline LASV seroprevalence in three districts which will inform future epidemiological, ecological, and clinical studies on LF and the LASV in Sierra Leone. The heterogeneity of the distribution of LASV and LF over both space, and time, can make the design of efficacy trials and intervention programs difficult. Having more studies on the prevalence of LASV and identifying potential hyper-endemic areas will greatly increase the awareness of LF and improve targeted control programs related to LASV.",2023,02//,PLoS neglected tropical diseases,17,2,e0010938-e0010938,,10.1371/journal.pntd.0010938,,#2772,Grant 2023,"",""
"Measures to control protracted large Lassa fever outbreak in Nigeria, 1 January  to 28 April 2019.","Dan-Nwafor, Chioma C; Furuse, Yuki; Ilori, Elsie A; Ipadeola, Oladipupo; Akabike, Kachikwulu O; Ahumibe, Anthony; Ukponu, Winifred; Bakare, Lawal; Okwor, Tochi J; Joseph, Gbenga; Mba, Nwando G; Akano, Adejoke; Olayinka, Adebola T; Okoli, Ihekerenma; Okea, Rita A; Makava, Favour; Ugbogulu, Nkem; Oladele, Saliu; Namara, Geoffrey; Muwanguzi, Esther N; Naidoo, Dhamari; Mutbam, Samuel K; Okudo, Ifeanyi; Woldetsadik, Solomon F; Lasuba, Clement Lp; Ihekweazu, Chikwe","Lassa fever cases have increased in Nigeria since 2016 with the highest number,  633 cases, reported in 2018. From 1 January to 28 April 2019, 554 laboratory-confirmed cases including 124 deaths were reported in 21 states in Nigeria. A public health emergency was declared on 22 January by the Nigeria Centre for Disease Control. We describe the various outbreak responses that have been implemented, including establishment of emergency thresholds and guidelines for case management.",2019,05//,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European  communicable disease bulletin,24,20,,,10.2807/1560-7917.ES.2019.24.20.1900272,,#2791,Dan-Nwafor 2019,"",""
Routine and pulse vaccination for Lassa virus could reduce high levels of endemic  disease: A mathematical modelling study.,"Davies, Josephine; Lokuge, Kamalini; Glass, Kathryn","Lassa fever is an acute viral illness caused by Lassa virus (LASV), a  rodent-borne pathogen. LASV is endemic to much of Sub-Saharan West Africa, where seasonal outbreaks cause significant morbidity and mortality. Increased global awareness of LASV has led to development of improved diagnostic tests, treatments and vaccines. As vaccine candidates are trialled, it is essential to assess the potential outcomes of introducing a LASV vaccination program in endemic regions. This study investigates the potential outcomes of routine and pulse vaccination strategies using a deterministic mathematical model that captures seasonal LASV transmission between rodents and humans. For plausible parameter values, we find that immunization of 40% of infants at 70% vaccine effectiveness achieves a population-level reduction in infectious case numbers of 30%, while coverage of 60% at 90% vaccine effectiveness achieves a 56% reduction. Similar reductions can be achieved more rapidly via population-wide pulse vaccination at 11% coverage (30% reduction at 70% effectiveness) or 23% coverage (56% reduction at 90% effectiveness) repeated every 10 years. Similar pulse vaccine doses delivered at reduced frequency, but increased coverage achieves a greater reduction in infectious cases. Findings around infant vaccination are sensitive to our assumption that immunity is life-long, while pulse-vaccination has only slightly reduced effect if immunity lasts 10-30 years. An effective LASV vaccination program would incorporate pulse vaccination in addition to routine childhood immunization to limit disease. Estimates of feasible vaccine coverage and effectiveness are needed to fully quantify the likely benefits of a vaccination program in LASV endemic regions.",2019,06//,Vaccine,37,26,3451-3456,,10.1016/j.vaccine.2019.05.010,,#2801,Davies 2019,"",mathematical model
Factors associated with progression to death in patients with Lassa fever in  Nigeria: an observational study.,"Strampe, Jamie; Asogun, Danny A; Speranza, Emily; Pahlmann, Meike; Soucy, Ali; Bockholt, Sabrina; Pallasch, Elisa; Becker-Ziaja, Beate; Duraffour, Sophie; Bhadelia, Nahid; Ighodalo, Yemisi; Oyakhilome, Jennifer; Omomoh, Emmanuel O; Olokor, Thomas; Adomeh, Donatus I; Ikponwonsa, Odia; Aire, Chris; Tobin, Ekaete; Akpede, Nosa; Okokhere, Peter O; Okogbenin, Sylvanus A; Akpede, George O; Muñoz-Fontela, César; Ogbaini-Emovon, Ephraim; Günther, Stephan; Connor, John H; Oestereich, Lisa","BACKGROUND: Lassa fever is endemic in several west African countries.  Case-fatality rates ranging from 21% to 69% have been reported. The pathophysiology of the disease in humans and determinants of mortality remain poorly understood. We aimed to determine host protein biomarkers capable of determining disease outcome. METHODS: In this observational study, we analysed left-over blood samples from patients who tested positive for Lassa fever at Irrua Specialist Teaching Hospital, Nigeria, between January, 2014, and April, 2017. We measured viral load, concentrations of clinical chemistry parameters, and levels of 62 circulating proteins involved in inflammation, immune response, and haemostasis. Patients with a known outcome (survival or death) and at least 200 μL of good-quality diagnostic sample were included in logistic regression modelling to assess the correlation of parameters with Lassa fever outcome. Individuals who gave consent could further be enrolled into a longitudinal analysis to assess the association of parameters with Lassa fever outcome over time. Participants were divided into two datasets for the statistical analysis: a primary dataset (samples taken between Jan 1, 2014, and April 1, 2016), and a secondary dataset (samples taken between April 1, 2016, and April 1, 2017). Biomarkers were ranked by area under the receiver operating characteristic curve (AUC) from highest (most predictive) to lowest (least predictive). FINDINGS: Of 554 patients who tested positive for Lassa fever during the study period, 201 (131 in the primary dataset and 70 in the secondary dataset) were included in the biomarker analysis, of whom 74 (49 in the primary dataset and 25 in the secondary dataset) had died and 127 (82 in the primary dataset and 45 in the secondary dataset) had survived. Cycle threshold values (indicating viral load) and levels of 18 host proteins at the time of admission to hospital were significantly correlated with fatal outcome. The best predictors of outcome in both datasets were plasminogen activator inhibitor-1 (PAI-1; AUC 0·878 in the primary dataset and 0·876 in the secondary dataset), soluble thrombomodulin (TM; 0·839 in the primary dataset and 0·875 in the secondary dataset), and soluble tumour necrosis factor receptor superfamily member 1A (TNF-R1; 0·807 in the primary dataset and 0·851 in the secondary dataset), all of which had higher prediction accuracy than viral load (0·774 in the primary dataset and 0·837 in the secondary dataset). Longitudinal analysis (150 patients, of whom 36 died) showed that of the biomarkers that were predictive at admission, PAI-1 levels consistently decreased to normal levels in survivors but not in those who died. INTERPRETATION: The identification of PAI-1 and soluble TM as markers of fatal Lassa fever at admission, and of PAI-1 as a marker of fatal Lassa fever over time, suggests that dysregulated coagulation and fibrinolysis and endothelial damage have roles in the pathophysiology of Lassa fever, providing a mechanistic explanation for the association of Lassa fever with oedema and bleeding. These novel markers might aid in clinical risk stratification and disease monitoring. FUNDING: German Research Foundation, Leibniz Association, and US National Institutes of Health.",2021,06//,The Lancet. Infectious diseases,21,6,876-886,,10.1016/S1473-3099(20)30737-4,,#2818,Strampe 2021,Christian Morgenstern (2023-08-31 03:25:29)(Select): contains CFR data; ,""
