,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,perg_abstract_result,perg_fulltext_result
1122,Marburg Virus-Disease - the Diagnosis and Management of Suspected Cases,"Andrijich, V. B.",,1981.0,1981,South African Medical Journal,60,19,751-753,WOS:A1981MP46700016,,,#1422,Andrijich 1981,,,EXCLUDE,EXCLUDE
1123,Molecular Approaches for the Treatment of Hemorrhagic-Fever Virus-Infections,"Andrei, G.; Declercq, E.","Viruses causing hemorrhagic fevers in man belong to the following virus groups: togavirus (Chikungunya), flavivirus (dengue, yellow fever, Kyasanur Forest disease, Omsk hemorrhagic fever), arenavirus (Argentinian hemorrhagic fever, Bolivian hemorrhagic fever, Lassa fever), filovirus (Ebola, Marburg), phlebovirus (Rift Valley fever), nairovirus (Crimian-Congo hemorrhagic fever) and hantavirus (hemorrhagic fever with renal syndrome, nephropathic epidemia). Hemorrhagic fever virus infections can be approached by different therapeutic strategies: (i) vaccination; (ii) administration of high-titered antibodies; and (iii) treatment with antiviral drugs. Depending on the molecular target of their interaction, antiviral agents could be classified as follows: IMP dehydrogenase inhibitors (i.e., ribavirin and its derivatives); OMP decarboxylase inhibitors (i.e., pyrazofurin); CTP synthetase inhibitors (i.e., cyclopentylcytosine and cyclopentenylcytosine); SAH hydrolase inhibitors (i.e., neplanocin A); polyanionic substances (i.e., sulfated polymers); interferon and immunomodulators.",1993.0,Sep,Antiviral Research,22,1,45-75,WOS:A1993LX33100004,,,#1423,Andrei 1993,,Interventions; Treatment,EXCLUDE,EXCLUDE
1124,When Pasteur went to China,"Andrawiss, M.",,2004.0,Dec 15,Drug Discovery Today,9,24,1035-1035,WOS:000225728200001,,,#1424,Andrawiss 2004,,,EXCLUDE,EXCLUDE
1125,Genome-wide scans provide evidence for positive selection of genes implicated in Lassa fever,"Andersen, Kristian G.; Shylakhter, Ilya; Tabrizi, Shervin; Grossman, Sharon R.; Happi, Christian T.; Sabeti, Pardis C.","Rapidly evolving viruses and other pathogens can have an immense impact on human evolution as natural selection acts to increase the prevalence of genetic variants providing resistance to disease. With the emergence of large datasets of human genetic variation, we can search for signatures of natural selection in the human genome driven by such disease-causing microorganisms. Based on this approach, we have previously hypothesized that Lassa virus (LASV) may have been a driver of natural selection in West African populations where Lassa haemorrhagic fever is endemic. In this study, we provide further evidence for this notion. By applying tests for selection to genome-wide data from the International Haplotype Map Consortium and the 1000 Genomes Consortium, we demonstrate evidence for positive selection in LARGE and interleukin 21 (IL21), two genes implicated in LASV infectivity and immunity. We further localized the signals of selection, using the recently developed composite of multiple signals method, to introns and putative regulatory regions of those genes. Our results suggest that natural selection may have targeted variants giving rise to alternative splicing or differential gene expression of LARGE and IL21. Overall, our study supports the hypothesis that selective pressures imposed by LASV may have led to the emergence of particular alleles conferring resistance to Lassa fever, and opens up new avenues of research pursuit.",2012.0,Mar 19,Philosophical Transactions of the Royal Society B-Biological Sciences,367,1590,868-877,WOS:000300390100012,,,#1425,Andersen 2012,,,EXCLUDE,EXCLUDE
1126,On Antiviral Properties of Official Drugs,"Amvrosyeva, T. V.; Votyakov, V. I.; Vladyko, G. V.; Andreeva, O. T.; Vervetchenko, S. G.; Goretskaya, I. S.; Klimashevskaya, L. M.","Currently used Cardiovascular drugs such as nicotinamide, strophanthin, corglycon, curantyl, cavinton, papaverin hydrochloride, nicotinic acid, xantinole nicotinate, isoptin, parmidin and halidor were studied by the program of antiviral drug screening. The majority of them (9 out of 11) were shown to have antiviral activity which was rather individual by its specificity and level. Laboratory strains of 9 viruses inducing the most common infections in man and animals, i. e. Herpex simplex, poxvaccine, influenza, vesicular stomatitis, respiratory syncytial infection, VEE, ECHO, Lassa fever and rotavirus infection were tested. The characteristic feature of the drugs was their high specific activity against the DNA-containing viruses and rotavirus. The three drugs papaverin hydrochloride, strophanthin and corglycon proved to be the most promising. Their antiviral activity was confirmed on a model of herpes infection in mice. The paper discusses whether the phenomenon discovered in the. official drugs is important in the therapy of somatic patients.",1992.0,Nov,Antibiotiki I Khimioterapiya,37,11,5-8,WOS:A1992NW66000002,,,#1427,Amvrosyeva 1992,,,EXCLUDE,EXCLUDE
1127,Immune response to vaccination against argentine hemorrhagic fever in an area where different arenaviruses coexist,"Ambrosio, Ana M.; Riera, Laura M.; Saavedra, Maria Del Carmen; Sabattini, Marta S.","Neutralizing antibody (NT Ab) titers to Candid #1 (C#1) vaccine against Argentine hemorrhagic fever were studied for 2 years post-vaccination in 330 volunteers, to assess whether the kinetics and/or magnitude of this immune response is modified by previous infection with the arena viruses Junin (JUN) and lymphocytic choriomeningitis (LCM). A total of 160 volunteers received C#I, distributed as follows: without detectable pre-infection with arenaviruses (n = 54); with pre-existing antibodies to JUN (n = 55); with pre-existing antibodies to LCM (n = 51). The remaining 170 individuals received placebo. Levels of anti-JUN NT Ab displayed a trend in which titers increased with the virulence of the infecting strain, from C#1 (X = 49), through subclinical JUN infection (X = 229), vaccination following subclinical infection (X = 367) to JUN clinical infection (X = 773). It was also found that the mean titer of NT Ab to C#1 did not vary significantly during 2 years of study and was: a) significantly lower than that elicited by wild strains of JUN, both clinical and subclinical infections (p < 0.01); b) significantly increased the titers of pre-existing anti-JUN Ab (p < 0.01); and c) was not modified by pre-existing anti-LCM Ab (p > 0.05). These data indicate that the immune response to C#1 boosts pre-existing immunity to JUN virus and is not changed by previous experience with LCM virus.",2006.0,Sum,Viral Immunology,19,2,196-201,WOS:000238851500009,,,#1429,Ambrosio 2006,,,EXCLUDE,EXCLUDE
1128,Identification and characterization of antiviral drugs for Lassa fever virus,"Amberg, S. M.; Bolken, T. C.; Larson, R. A.; Dai, D. C.; Jones, K. F.; Warren, T. K.; Lund, S. A.; Kirkwood-Watts, D. L.; King, D. S.; Weimers, W. C.; Shurtleff, A. C.; Kashman, K. A.; Ferro, P. J.; Guttieri, M. C.; Hruby, D. E.",,2006.0,May,Antiviral Research,70,1,A38-A38,WOS:000237011200033,,,#1430,Amberg 2006,,Treatment,EXCLUDE,EXCLUDE
1129,Antibodies to the Glycoprotein GP2 Subunit Cross-React between Old and New World Arenaviruses,"Amanat, Fatima; Duehr, James; Oestereich, Lisa; Hastie, Kathryn M.; Saphire, Erica Ollmann; Krammer, Florian","Arenaviruses pose a major public health threat and cause numerous infections in humans each year. Although most viruses belonging to this family do not cause disease in humans, some arenaviruses, such as Lassa virus and Machupo virus, are the etiological agents of lethal hemorrhagic fevers. The absence of a currently licensed vaccine and the highly pathogenic nature of these viruses both make the necessity of developing viable vaccines and therapeutics all the more urgent. Arenaviruses have a single glycoprotein on the surface of virions, the glycoprotein complex (GPC), and this protein can be used as a target for vaccine development. Here, we describe immunization strategies to generate monoclonal antibodies (MAbs) that cross-react between the glycoprotein complexes of both Old World and New World arenaviruses. Several monoclonal antibodies isolated from immunized mice were highly cross-reactive, binding a range of Old World arenavirus glycoproteins, including that of Lassa virus. One such monoclonal antibody, KL-AV-2A1, bound to GPCs of both New World and Old World viruses, including Lassa and Machupo viruses. These cross-reactive antibodies bound to epitopes present on the glycoprotein 2 subunit of the glycoprotein complex, which is relatively conserved among arenaviruses. Monoclonal antibodies binding to these epitopes, however, did not inhibit viral entry as they failed to neutralize a replication-competent vesicular stomatitis virus pseudotyped with the Lassa virus glycoprotein complex in vitro. In addition, no protection from virus challenge was observed in in vivo mouse models. Even so, these monoclonal antibodies might still prove to be useful in the development of clinical and diagnostic assays. IMPORTANCE Several viruses in the Arenaviridae family infect humans and cause severe hemorrhagic fevers which lead to high case fatality rates. Due to their pathogenicity and geographic tropisms, these viruses remain very understudied. As a result, an effective vaccine or therapy is urgently needed. Here, we describe efforts to produce cross-reactive monoclonal antibodies that bind to both New and Old World arenaviruses. All of our MAbs seem to be nonneutralizing and nonprotective and target subunit 2 of the glycoprotein. Due to the lack of reagents such as recombinant glycoproteins and antibodies for rapid detection assays, our MAbs could be beneficial as analytic and diagnostic tools.",2018.0,May-Jun,Msphere,3,3,,WOS:000437234900019,,,#1431,Amanat 2018,,,EXCLUDE,EXCLUDE
1130,The gamma-irradiated influenza vaccine and the prospect of producing safe vaccines in general,"Alsharifi, Mohammed; Muellbacher, Arno",,2010.0,Feb,Immunology and Cell Biology,88,2,103-104,WOS:000274916100001,,,#1432,Alsharifi 2010,,,EXCLUDE,EXCLUDE
1131,Development and Testing of a Method for Validating Chemical Inactivation of Ebola Virus,"Alfson, Kendra J.; Griffiths, Anthony","Complete inactivation of infectious Ebola virus (EBOV) is required before a sample may be removed from a Biosafety Level 4 laboratory. The United States Federal Select Agent Program regulations require that procedures used to demonstrate chemical inactivation must be validated in-house to confirm complete inactivation. The objective of this study was to develop a method for validating chemical inactivation of EBOV and then demonstrate the effectiveness of several commonly-used inactivation methods. Samples containing infectious EBOV (Zaire ebolavirus) in different matrices were treated, and the sample was diluted to limit the cytopathic effect of the inactivant. The presence of infectious virus was determined by assessing the cytopathic effect in Vero E6 cells. Crucially, this method did not result in a loss of infectivity in control samples, and we were able to detect less than five infectious units of EBOV (Zaire ebolavirus). We found that TRIzol LS reagent and RNA-Bee inactivated EBOV in serum; TRIzol LS reagent inactivated EBOV in clarified cell culture media; TRIzol reagent inactivated EBOV in tissue and infected Vero E6 cells; 10% neutral buffered formalin inactivated EBOV in tissue; and osmium tetroxide vapors inactivated EBOV on transmission electron microscopy grids. The methods described herein are easily performed and can be adapted to validate inactivation of viruses in various matrices and by various chemical methods.",2018.0,Mar,Viruses-Basel,10,3,,WOS:000428567300028,,,#1434,Alfson 2018,,,EXCLUDE,EXCLUDE
1132,High Diversity and Ancient Common Ancestry of Lymphocytic Choriomeningitis Virus,"Albarino, Cesar G.; Palacios, Gustavo; Khristova, Marina L.; Erickson, Bobbie R.; Carroll, Serena A.; Comer, James A.; Hui, Jeffrey; Briese, Thomas; St George, Kirsten; Ksiazek, Thomas G.; Lipkin, W. Ian; Nichol, Stuart T.","Lymphocytic choriomeningitis virus (LCMV) is the prototype of the family Arenaviridae. LCMV can be associated with severe disease in humans, and its global distribution reflects the broad dispersion of the primary rodent reservoir, the house mouse (Mus musculus). Recent interest in the natural history of the virus has been stimulated by increasing recognition of LCMV infections during pregnancy, and in clusters of LCMV-associated fatal illness among tissue transplant recipients. Despite its public health importance, little is known regarding the genetic diversity or distribution of virus variants. Genomic analysis of 29 LCMV strains collected from a variety of geographic and temporal sources showed these viruses to be highly diverse. Several distinct lineages exist, but there is little correlation with time or place of isolation. Bayesian analysis estimates the most recent common ancestor to be 1,000-5,000 years old, and this long history is consistent with complex phylogeographic relationships of the extant virus isolates.",2010.0,Jul,Emerging Infectious Diseases,16,7,1093-1100,WOS:000279522200007,,,#1435,Albarino 2010,,,EXCLUDE,EXCLUDE
1133,Reverse Genetics Generation of Chimeric Infectious Junin/Lassa Virus Is Dependent on Interaction of Homologous Glycoprotein Stable Signal Peptide and G2 Cytoplasmic Domains,"Albarino, Cesar G.; Bird, Brian H.; Chakrabarti, Ayan K.; Dodd, Kimberly A.; White, David M.; Bergeron, Eric; Shrivastava-Ranjan, Punya; Nichol, Stuart T.","The Arenaviridae are a diverse and globally distributed collection of viruses that are maintained primarily by rodent reservoirs. Junin virus (JUNV) and Lassa virus (LASV) can both cause significant outbreaks of severe and often fatal human disease throughout their respective areas of endemicity. In an effort to improve upon the existing live attenuated JUNV Candid1 vaccine, we generated a genetically homogenous stock of this virus from cDNA copies of the virus S and L segments by using a reverse genetics system. Further, these cDNAs were used in combination with LASV cDNAs to successfully generate two recombinant Candid1 JUNV/LASV chimeric viruses (via envelope glycoprotein [GPC] exchange). It was found that while the GPC extravirion domains were readily exchangeable, homologous stable signal peptide (SSP) and G2 transmembrane and cytoplasmic tail domains were essential for correct GPC maturation and production of infectious chimeric viruses. The switching of the JUNV and LASV G1/G2 ectodomains within the Candid1 vaccine background did not alter the attenuated phenotype of the vaccine strain in a lethal mouse model. These recombinant chimeric viruses shed light on the fundamental requirements of arenavirus GPC maturation and may serve as a strategy for the development of bivalent JUNV and LASV vaccine candidates.",2011.0,Jan,Journal of Virology,85,1,112-122,WOS:000285095800009,,,#1436,Albarino 2011,,,EXCLUDE,EXCLUDE
1134,Efficient Rescue of Recombinant Lassa Virus Reveals the Influence of S Segment Noncoding Regions on Virus Replication and Virulence,"Albarino, Cesar G.; Bird, Brian H.; Chakrabarti, Ayan K.; Dodd, Kimberly A.; Erickson, Bobbie Rae; Nichol, Stuart T.","Lassa virus (LASV), is a significant cause of severe, often fatal, hemorrhagic fever in humans throughout western Africa, with an estimated 100,000 infections each year. No vaccines are commercially available. We report the development of an efficient reverse genetics system to rescue recombinant LASV and to investigate the contributions of the long 5' and 3' noncoding regions (NCRs) of the S genomic segment to in vitro growth and in vivo virulence. This work demonstrates that deletions of large portions of these NCRs confer an attenuated phenotype and are a first step toward further insights into the high virulence of LASV.",2011.0,Apr,Journal of Virology,85,8,4020-4024,WOS:000288536100030,,,#1437,Albarino 2011,,,EXCLUDE,EXCLUDE
1135,Efficient Reverse Genetics Generation of Infectious Junin Viruses Differing in Glycoprotein Processing,"Albarino, Cesar G.; Bergeron, Eric; Erickson, Bobbie Rae; Khristova, Marina L.; Rollin, Pierre E.; Nichol, Stuart T.","The New World arenaviruses, Junin, Machupo, Guanarito, Sabia, and Chapare, are associated with rapidly progressing severe hemorrhagic fever with a high rate of case fatality in various regions of South America. The threat of natural or deliberate outbreaks associated with these viruses makes the development of preventive or therapeutic measures important. Here we describe a Junin virus functional minigenome system and a reverse genetics system for production of infectious Junin virus. This robust, highly efficient system involves transfection of cells with only two plasmids which transcribe the virus S and L antigenomic RNAs. The utility of the system is demonstrated by generating Junin viruses which encode a glycoprotein precursor (GPC) containing the following: (i) the wild-type (SKI-1/S1P peptidase) cleavage site, (ii) no cleavage site, or (iii) a cleavage site where the SKI-1/S1P motif (RSLK) is replaced by a furin cleavage site (RRKR). In contrast to the wild-type virus, Junin virus lacking a GPC cleavage site replicated within successfully transfected cells but failed to yield infectious virus particles. This confirms observations with other arenaviruses suggesting that GPC cleavage is essential for arenavirus infectivity. In contrast, infectious Junin virus which encoded GPC cleaved by furin-like proteases was easily generated. The two-plasmid, high efficiency aspects of this Junin virus reverse genetics system show great promise for addressing important questions regarding arenavirus hemorrhagic fever disease and for development of precisely attenuated live arenavirus vaccines.",2009.0,Jun 1,Journal of Virology,83,11,5606-5614,WOS:000266034100030,,,#1438,Albarino 2009,,,EXCLUDE,EXCLUDE
1136,[Detection of anti-Lassa antibodies in the Western Forest area of the Ivory Coast],"Akoua-Koffi, C.; Ter Meulen, J.; Legros, D.; Akran, V.; Aidara, M.; Nahounou, N.; Dogbo, P.; Ehouman, A.","Lassa fever is an African viral hemorrhagic fever (VHF) known to be endemic in a number of West African countries including Nigeria, Sierra Leone, Liberia and Guinea. Despite having common borders with Liberia and Guinea, Cote d'Ivoire has never reported any cases of Lassa fever. In March 2000, as part of a research project on VHF--mainly yellow fever, Lassa fever and Ebola fever--in Guinea and Cote d'Ivoire, an exploratory survey was conducted to assess knowledge about VHF and immunological status against Lassa virus among forest workers in the Duekoue and Guiglo regions. One hundred and sixty-three male forest workers were interviewed using a questionnaire designed to assess risk factors for VHF exposure and personal medical history over the last 12 months. Detection of IgG antibodies against Lassa virus was performed by immunofluorescence assay with Lassa virus antigens from the Josiah and Las/AV strains. The overall prevalence of IgG antibodies was 26% (42/161). Among the Lassa IgG positive subjects, 38.5% were loggers including 20% that were positive at a serum dilution of 1/40 and 46.7% were national park workers or forest rangers including 69% that were positive at a dilution of 1/40 and more. Forty-one percent of subjects had heard of VHF including 14% who attributed it to animals and 2% who attributed it to plants. Contact with rodents was frequent and more than 50% of subjects had either eaten or skinned rodents. Although the prevalence of anti-Lassa IgG antibodies seemed high in the study population, no conclusion can be about level of exposure to Lassa virus.",2006.0,2006-Oct,Medecine tropicale : revue du Corps de sante colonial,66,5,465-8,MEDLINE:17201291,,,#1442,Akoua-Koffi 2006,David Jorgensen (2019-03-15 02:19:09)(Screen): French; ,,EXCLUDE,EXCLUDE
1137,2016 International meeting of the Global Virus Network,"Akkina, Ramesh; Ellerbrok, Heinz; Hall, William; Hasegawa, Hideki; Kawaguchi, Yasushi; Kleanthous, Harold; McSweegan, Edward; Mercer, Natalia; Romanowski, Victor; Sawa, Hirofumi; Vahlne, Anders","The Global Virus Network (GVN) was established in 2011 in order to strengthen research and responses to current viral causes of human disease and to prepare against new viral pandemic threats. There are now 38 GVN Centers of Excellence and 6 Affiliate laboratories in 24 countries. GVN scientists meet annually to learn about each other's current research, address collaborative priorities and plan future programs. The 2016 meeting was held from October 23-25 in Hokkaido, Japan, in partnership with the Japanese Society for Virology, the National Institute of Infectious Diseases of Japan and the Research Center for Zoonosis Control of Hokkaido University. This report highlights the accomplishments of GVN researchers in many priority areas of medical virology, including the current Zika epidemic, infections by human papillomavirus, influenza, Ebola, Lassa, dengue, HIV, hepatitis C, and chikungunya viruses, and the development of improved diagnostics and new vaccines. Published by Elsevier B.V.",2017.0,Jun,Antiviral Research,142,,21-29,WOS:000401203100004,,,#1443,Akkina 2017,,,EXCLUDE,EXCLUDE
1138,Lassa fever outbreak in adolescents in North Central Nigeria: report of cases,"Akhiwu, H. O.; Yiltok, E. S.; Ebonyi, A. O.; Gomerep, S.; Shehu, N. Y.; Amaechi, E. P.; Onukak, A. E.; Iduh, P.; Oyagbemi, A. A.; Omame, G.; Ashir, P. M.; Egah, D. Z.; Oguche, S.","Background: Lassa fever (LF) is a viral haemorrhagic fever endemic to West Africa. The clinical presentation and course is variable, making diagnosis difficult. Aim: To report the outbreak and identify the common clinical presentations of LF in paediatric patients in Jos, Plateau State, North Central, Nigeria. Methods: This was a retrospective review of patients managed for LF during the June-August 2017 outbreak. LF was suspected in cases with: fever of less than 3 weeks' duration that had not responded to antimalarials or antibiotics, myalgia, abdominal pain, prostration and history of contact with any person diagnosed with LF. LF was confirmed by a positive reverse transcriptase polymerase chain reaction test (RT-PCR). Results: Ten adolescents were studied. The common presenting complaints were fever (100%), prostration (90%) and headache (70%) while the commonest clinical signs were pyrexia (temperature >38.0 degrees C; 90%), prostration (80%) and abdominal tenderness (80%). Leukocytes were present in urine in 60%. Eight individuals recovered fully, one adolescent died and one developed intestinal perforation necessitating laparotomy. Conclusion: In settings such as North Central Nigeria, LF should be suspected in any patient with fever that is unresponsive to antimalarials and antibiotics, especially in the presence of prostration, tachypnoea, tachycardia or abdominal tenderness. Early diagnosis and treatment is needed to reduce mortality from the disease and protect against transmission to health personnel.",2018.0,Oct,Journal of Virus Eradication,4,4,225-227,WOS:000457338700003,,,#1445,Akhiwu 2018,,,EXCLUDE,EXCLUDE
1139,Immunological Characterization of the Vsv Nucleocapsid (N) Protein Expressed by Recombinant Baculovirus in Spodoptera-Exigua Larva - Use in Differential-Diagnosis between Vaccinated and Infected Animals,"Ahmad, S.; Bassiri, M.; Banerjee, A. K.; Yilma, T.",,1993.0,Jan,Virology,192,1,207-216,WOS:A1993KC98200023,,,#1448,Ahmad 1993,,,EXCLUDE,EXCLUDE
1140,Bitopic membrane topology of the stable signal peptide in the tripartite Junin virus GP-C envelope glycoprotein complex,"Agnihothram, Sudhakar S.; York, Joanne; Trahey, Meg; Nunberg, Jack H.","The stable signal peptide (SSP) of the GP-C envelope glycoprotein of the Junin arenavirus plays a critical role in trafficking of the GP-C complex to the cell surface and in its membrane fusion activity. SSP therefore may function on both sides of the lipid membrane. In this study, we have investigated the membrane topology of SSP by confocal microscopy of cells treated with the detergent digitonin to selectively permeabilize the plasma membrane. By using an affinity tag to mark the termini of SSP in the properly assembled GP-C complex, we find that both the N and C termini reside in the cytosol. Thus, SSP adopts a bitopic topology in which the C terminus is translocated from the lumen of the endoplasmic reticulum to the cytoplasm. This model is supported by (i) the presence of two conserved hydrophobic regions in SSP (h phi 1 and h phi 2) and (ii) our previous demonstration that lysine-33 in the ectodomain loop is essential for pH-dependent membrane fusion. Moreover, we demonstrate that the introduction of a charged side chain or single amino acid deletion in the membrane-spanning h phi 2 region significantly diminishes SSP association in the GP-C complex and abolishes membrane fusion activity. Taken together, our results suggest that bitopic membrane insertion of SSP is centrally important in the assembly and function of the tripartite GP-C complex.",2007.0,Apr,Journal of Virology,81,8,4331-4337,WOS:000245692900064,,,#1449,Agnihothram 2007,,,EXCLUDE,EXCLUDE
1141,Role of the stable signal peptide and cytoplasmic domain of G2 in regulating intracellular transport of the Junin virus envelope glycoprotein complex,"Agnihothram, Sudhakar S.; York, Joanne; Nunberg, Jack H.","Enveloped viruses utilize the membranous compartments of the host cell for the assembly and budding of new virion particles. In this report, we have investigated the biogenesis and trafficking of the envelope glycoprotein (GP-Q of the Junin arenavirus. The mature GP-C complex is unusual in that it retains a stable signal peptide (SSP) as an essential component in association with the typical receptor-binding (G1) and transmembrane fusion (G2) subunits. We demonstrate that, in the absence of SSP, the G1-G2 precursor is restricted to the endoplasmic reticulum (ER). This constraint is relieved by coexpression of SSP in trans, allowing transit of the assembled GP-C complex through the Golgi and to the cell surface, the site of arenavirus budding. Transport of a chimeric CD4 glycoprotein bearing the transmembrane and cytoplasmic domains of G2 is similarly regulated by SSP association. Truncations to the cytoplasmic domain of G2 abrogate SSP association yet now permit transport of the G1-G2 precursor to the cell surface. Thus, the cytoplasmic domain of G2 is an important determinant for both ER localization and its control through SSP binding. Alanine mutations to either of two dibasic amino acid motifs in the G2 cytoplasmic domain can also mobilize the G1-G2 precursor for transit through the Golgi. Taken together, our results suggest that SSP binding masks endogenous ER localization signals in the cytoplasmic domain of G2 to ensure that only the fully assembled, tripartite GP-C complex is transported for virion assembly. This quality control process points to an important role of SSP in the structure and function of the arenavirus envelope glycoprotein..",2006.0,Jun,Journal of Virology,80,11,5189-5198,WOS:000237753400009,,,#1450,Agnihothram 2006,,,EXCLUDE,EXCLUDE
1142,Assembly of Arenavirus Envelope Glycoprotein GPC in Detergent-Soluble Membrane Microdomains,"Agnihothram, Sudhakar S.; Dancho, Brooke; Grant, Kenneth W.; Grimes, Mark L.; Lyles, Douglas S.; Nunberg, Jack H.","The family Arenaviridae includes a number of highly pathogenic viruses that are responsible for acute hemorrhagic fevers in humans. Genetic diversity among arenavirus species in their respective rodent hosts supports the continued emergence of new pathogens. In the absence of available vaccines or therapeutic agents, the hemorrhagic fever arenaviruses remain a serious public health and biodefense concern. Arenaviruses are enveloped virions that assemble and bud from the plasma membrane. In this study, we have characterized the microdomain organization of the virus envelope glycoprotein (GPC) on the cell surface by using immunogold electron microscopy. We find that Junin virus (JUNV) GPC clusters into discrete microdomains of 120 to 160 nm in diameter and that this property of GPC is independent of its myristoylation and of coexpression with the virus matrix protein Z. In cells infected with the Candid#1 strain of JUNV, and in purified Candid#1 virions, these GPC microdomains are soluble in cold Triton X-100 detergent and are thus distinct from conventional lipid rafts, which are utilized by numerous other viruses for assembly. Virion morphogenesis ultimately requires colocalization of viral components, yet our dual-label immunogold staining studies failed to reveal a spatial association of Z with GPC microdomains. This observation may reflect either rapid Z-dependent budding of virus-like particles upon coassociation or a requirement for additional viral components in the assembly process. Together, these results provide new insight into the molecular basis for arenavirus morphogenesis.",2009.0,Oct,Journal of Virology,83,19,9890-9900,WOS:000269614300024,,,#1451,Agnihothram 2009,,,EXCLUDE,EXCLUDE
1143,[Epidemiology of Lassa fever],"Adomajlo, A.",,1976.0,1976,Przeglad epidemiologiczny,30,2,243-6,MEDLINE:935549,,,#1453,Adomajlo 1976,Arran Hamlet (2019-03-30 02:30:28)(Screen): Polish journal - discarded; David Jorgensen (2019-03-15 20:43:03)(Screen): Polish journal; ,,EXCLUDE,EXCLUDE
1144,Standardized focus assay protocol for biosafety level four viruses,"Ackermann-Gaumann, Rahel; Siegrist, Denise; Zust, Roland; Signer, Johanna; Lenz, Nicole; Engler, Olivier","Working in accordance with biosafety level four practices is highly complex and time-consuming. Therefore, the respective laboratory protocols should be as uniform as possible, simple to perform and straightforward in readout. Here we describe the successful application of a standardized 24-well plate focus assay protocol for the titration of Zaire ebolavirus (two isolates), Marburg virus (three isolates), Lassa virus (two isolates), Crimean Congo hemorrhagic fever virus (one isolate), and tick-borne encephalitis virus (two isolates). Viral titers are determined based on a simple visual readout. The protocol exhibits high precision, with coefficients of variation for interassay variability ranging between 0.05 and 0.21 and those for intraassay variability between 0.08 and 0.23. All reagents required for the test, including primary and secondary antibodies, are commercially available, facilitating the establishment of the protocol in other laboratories.",2019.0,Feb,Journal of Virological Methods,264,,51-54,WOS:000456222300008,,,#1457,Ackermann-Gaumann 2019,,,EXCLUDE,EXCLUDE
1145,Mutational Analysis of Lassa Virus Glycoprotein Highlights Regions Required for Alpha-Dystroglycan Utilization,"Acciani, Marissa; Alston, Jacob T.; Zhao, Guohui; Reynolds, Hayley; Ali, Afroze M.; Xu, Brian; Brindley, Melinda A.","Lassa virus (LASV) is an enveloped RNA virus endemic to West Africa and responsible for severe cases of hemorrhagic fever. Virus entry is mediated by the glycoprotein complex consisting of a stable-signal peptide, a receptor-binding subunit, GP1,and a viral-host membrane fusion subunit, GP2. Several cellular receptors can interact with the GP1 subunit and mediate viral entry, including alpha-dystroglycan (alpha DG) and lysosome-associated membrane protein 1 (LAMP1). In order to define the regions within GP1 that interact with the cellular receptors, we implemented insertional mutagenesis, carbohydrate shielding, and alanine scanning mutagenesis. Eighty GP constructs were engineered and evaluated for GP1-GP2 processing, surface expression, and the ability to mediate cell-to-cell fusion after low-pH exposure. To examine virus-to-cell entry, 49 constructs were incorporated onto vesicular stomatitis virus (VSV) pseudoparticles and transduction efficiencies were monitored in HAP1 and HAP1-triangle DAG1 cells that differentially produce the alpha DG cell surface receptor. Seven constructs retained efficient transduction in HAP1-DAG1 cells yet poorly transduced HAP1 cells, suggesting that they are involved in alpha DG utilization. Residues H141, N146, F147, and Y150 cluster at the predicted central core of the trimeric interface and are important for GP-alpha DG interaction. Additionally, H92A-H93A, 150HA, 172HA, and 230HA displayed reduced transduction in both HAP1 and HAP1-DAG1 cells, despite efficient cell-to-cell fusion activity. These mutations may interfere with interactions with the endosomal receptor LAMP1 or interfere at another stage in entry that is common to both cell lines. Insight gained from these data can aid in the development of more-effective entry inhibitors by blocking receptor interactions. IMPORTANCE Countries in which Lassa virus is endemic, such as Nigeria, Sierra Leone, Guinea, and Liberia, usually experience a seasonal outbreak of the virus from December to March. Currently, there is neither a preventative vaccine nor a therapeutic available to effectively treat severe Lassa fever. One way to thwart virus infection is to inhibit interaction with cellular receptors. It is known that the GP1 subunit of the Lassa glycoprotein complex plays a critical role in receptor recognition. Our results highlight a region within the Lassa virus GP1 protein that interacts with the cellular receptor alpha-dystroglycan. This information may be used for future development of new Lassa virus antivirals.",2017.0,Sep,Journal of Virology,91,18,,WOS:000408321600008,,,#1458,Acciani 2017,,,EXCLUDE,EXCLUDE
